ID,Std-NIS,NIS,school,fullName,email,gender,grade,POB,birth,age,caturWulan,subjects,midTest,finalTest,mean,finalScore
7245,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,3,Social,90,76,83.0,B
7246,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,1,Bahasa,69,62,65.5,C
7247,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,2,Bahasa,52,81,66.5,C
7248,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,3,Bahasa,98,60,79.0,B
7249,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,1,English,52,61,56.5,C
7250,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,2,English,67,60,63.5,C
7251,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,3,English,72,65,68.5,C
7252,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,1,Religion,95,89,92.0,A
7253,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,2,Religion,76,80,78.0,B
7254,Std103-Jingga,Std103,SD Jingga,Prisa Gloria Fernandes,p.fernandes@sekolah.edu.id,F,4,Tomohon,2013-09-05,10,3,Religion,81,83,82.0,B
7255,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,1,Math,92,82,87.0,A
7256,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,2,Math,90,94,92.0,A
7257,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,3,Math,96,84,90.0,A
7258,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,1,Science,70,78,74.0,B
7259,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,2,Science,67,84,75.5,B
7260,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,3,Science,67,60,63.5,C
7261,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,1,Social,55,76,65.5,C
7262,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,2,Social,69,100,84.5,A
7263,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,3,Social,55,72,63.5,C
7264,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,1,Bahasa,81,89,85.0,A
7265,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,2,Bahasa,58,68,63.0,C
7266,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,3,Bahasa,75,74,74.5,B
7267,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,1,English,64,68,66.0,C
7268,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,2,English,65,96,80.5,B
7269,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,3,English,95,61,78.0,B
7270,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,1,Religion,56,54,55.0,C
7271,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,2,Religion,87,68,77.5,B
7272,Std104-Jingga,Std104,SD Jingga,Malik Arifin Imanuel,m.imanuel@sekolah.edu.id,M,4,Sorong,2013-02-07,11,3,Religion,67,60,63.5,C
7273,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,1,Math,83,61,72.0,B
7274,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,2,Math,97,100,98.5,A
7275,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,3,Math,57,94,75.5,B
7276,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,1,Science,94,73,83.5,B
7277,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,2,Science,89,59,74.0,B
7278,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,3,Science,94,94,94.0,A
7279,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,1,Social,93,95,94.0,A
7280,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,2,Social,82,72,77.0,B
7281,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,3,Social,97,83,90.0,A
7282,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,1,Bahasa,62,51,56.5,C
7283,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,2,Bahasa,53,73,63.0,C
7284,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,3,Bahasa,90,54,72.0,B
7285,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,1,English,76,90,83.0,B
7286,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,2,English,51,67,59.0,C
7287,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,3,English,52,54,53.0,C
7288,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,1,Religion,78,92,85.0,A
7289,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,2,Religion,87,85,86.0,A
7290,Std105-Jingga,Std105,SD Jingga,Helena Lauren Latuconsina,h.latuconsina@sekolah.edu.id,F,4,Bitung,2012-01-25,12,3,Religion,91,78,84.5,A
7291,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,1,Math,81,83,82.0,B
7292,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,2,Math,60,81,70.5,B
7293,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,3,Math,91,63,77.0,B
7294,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,1,Science,51,54,52.5,C
7295,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,2,Science,95,82,88.5,A
7296,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,3,Science,83,74,78.5,B
7297,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,1,Social,72,94,83.0,B
7298,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,2,Social,84,59,71.5,B
7299,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,3,Social,67,93,80.0,B
7300,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,1,Bahasa,69,51,60.0,C
7301,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,2,Bahasa,91,78,84.5,A
7302,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,3,Bahasa,58,56,57.0,C
7303,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,1,English,71,84,77.5,B
7304,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,2,English,73,92,82.5,B
7305,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,3,English,80,92,86.0,A
7306,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,1,Religion,81,74,77.5,B
7307,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,2,Religion,71,68,69.5,B
7308,Std106-Jingga,Std106,SD Jingga,Ika Cynthia Siregar,i.siregar@sekolah.edu.id,F,4,Pariaman,2012-10-22,11,3,Religion,62,63,62.5,C
7309,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,1,Math,55,58,56.5,C
7310,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,2,Math,53,76,64.5,C
7311,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,3,Math,67,69,68.0,C
7312,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,1,Science,82,64,73.0,B
7313,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,2,Science,93,72,82.5,B
7314,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,3,Science,88,54,71.0,B
7315,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,1,Social,56,74,65.0,C
7316,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,2,Social,100,59,79.5,B
7317,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,3,Social,92,50,71.0,B
7318,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,1,Bahasa,88,92,90.0,A
7319,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,2,Bahasa,88,58,73.0,B
7320,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,3,Bahasa,70,100,85.0,A
7321,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,1,English,79,79,79.0,B
7322,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,2,English,73,51,62.0,C
7323,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,3,English,71,66,68.5,C
7324,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,1,Religion,61,94,77.5,B
7325,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,2,Religion,61,95,78.0,B
7326,Std107-Jingga,Std107,SD Jingga,Boy Alif Saad,b.saad@sekolah.edu.id,M,4,Palembang,2012-02-14,12,3,Religion,83,85,84.0,B
7327,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,1,Math,92,52,72.0,B
7328,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,2,Math,86,87,86.5,A
7329,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,3,Math,79,67,73.0,B
7330,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,1,Science,72,50,61.0,C
7331,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,2,Science,84,53,68.5,C
7332,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,3,Science,85,94,89.5,A
7333,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,1,Social,72,100,86.0,A
7334,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,2,Social,86,99,92.5,A
7335,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,3,Social,63,67,65.0,C
7336,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,1,Bahasa,70,68,69.0,C
7337,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,2,Bahasa,97,80,88.5,A
7338,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,3,Bahasa,71,85,78.0,B
7339,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,1,English,95,70,82.5,B
7340,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,2,English,94,51,72.5,B
7341,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,3,English,75,57,66.0,C
7342,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,1,Religion,75,54,64.5,C
7343,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,2,Religion,57,73,65.0,C
7344,Std108-Jingga,Std108,SD Jingga,Wisnu Augustine Kuncoro,w.kuncoro@sekolah.edu.id,M,4,Sukabumi,2014-11-17,9,3,Religion,69,86,77.5,B
7345,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,1,Math,89,74,81.5,B
7346,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,2,Math,52,94,73.0,B
7347,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,3,Math,61,62,61.5,C
7348,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,1,Science,51,98,74.5,B
7349,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,2,Science,69,100,84.5,A
7350,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,3,Science,89,74,81.5,B
7351,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,1,Social,65,70,67.5,C
7352,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,2,Social,55,66,60.5,C
7353,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,3,Social,96,75,85.5,A
7354,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,1,Bahasa,62,60,61.0,C
7355,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,2,Bahasa,66,89,77.5,B
7356,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,3,Bahasa,69,88,78.5,B
7357,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,1,English,53,72,62.5,C
7358,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,2,English,66,71,68.5,C
7359,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,3,English,54,60,57.0,C
7360,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,1,Religion,56,93,74.5,B
7361,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,2,Religion,79,52,65.5,C
7362,Std109-Jingga,Std109,SD Jingga,Derry George Ginting,d.ginting@sekolah.edu.id,M,4,Binjai,2012-04-23,11,3,Religion,96,100,98.0,A
7363,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,1,Math,95,64,79.5,B
7364,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,2,Math,75,56,65.5,C
7365,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,3,Math,60,78,69.0,C
7366,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,1,Science,75,87,81.0,B
7367,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,2,Science,65,75,70.0,B
7368,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,3,Science,84,71,77.5,B
7369,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,1,Social,75,54,64.5,C
7370,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,2,Social,53,60,56.5,C
7371,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,3,Social,70,66,68.0,C
7372,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,1,Bahasa,55,72,63.5,C
7373,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,2,Bahasa,76,52,64.0,C
7374,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,3,Bahasa,79,90,84.5,A
7375,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,1,English,55,75,65.0,C
7376,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,2,English,98,61,79.5,B
7377,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,3,English,50,99,74.5,B
7378,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,1,Religion,99,91,95.0,A
7379,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,2,Religion,61,64,62.5,C
7380,Std110-Jingga,Std110,SD Jingga,Cantika Anne Da Costa,c.costa@sekolah.edu.id,F,4,Banjar,2012-04-23,11,3,Religion,87,52,69.5,B
7381,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,1,Math,56,63,59.5,C
7382,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,2,Math,92,72,82.0,B
7383,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,3,Math,78,81,79.5,B
7384,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,1,Science,62,55,58.5,C
7385,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,2,Science,58,82,70.0,B
7386,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,3,Science,92,81,86.5,A
7387,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,1,Social,68,56,62.0,C
7388,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,2,Social,75,52,63.5,C
7389,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,3,Social,63,87,75.0,B
7390,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,1,Bahasa,84,96,90.0,A
7391,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,2,Bahasa,54,71,62.5,C
7392,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,3,Bahasa,74,96,85.0,A
7393,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,1,English,66,73,69.5,B
7394,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,2,English,88,78,83.0,B
7395,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,3,English,61,77,69.0,C
7396,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,1,Religion,78,74,76.0,B
7397,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,2,Religion,54,65,59.5,C
7398,Std111-Jingga,Std111,SD Jingga,Felicia Naura Rusli,f.rusli@sekolah.edu.id,F,4,Cilegon,2014-04-18,9,3,Religion,73,85,79.0,B
7399,Std112-Jingga,Std112,SD Jingga,Francisca Lidia Lukas,f.lukas@sekolah.edu.id,F,4,Mojokerto,2012-06-06,11,1,Math,53,63,58.0,C
7400,Std112-Jingga,Std112,SD Jingga,Francisca Lidia Lukas,f.lukas@sekolah.edu.id,F,4,Mojokerto,2012-06-06,11,2,Math,73,55,64.0,C
7401,Std112-Jingga,Std112,SD Jingga,Francisca Lidia Lukas,f.lukas@sekolah.edu.id,F,4,Mojokerto,2012-06-06,11,3,Math,73,69,71.0,B
7402,Std112-Jingga,Std112,SD Jingga,Francisca Lidia Lukas,f.lukas@sekolah.edu.id,F,4,Mojokerto,2012-06-06,11,1,Science,88,85,86.5,A
7403,Std112-Jingga,Std112,SD Jingga,Francisca Lidia Lukas,f.lukas@sekolah.edu.id,F,4,Mojokerto,2012-06-06,11,2,Science,100,93,96.5,A
7404,Std112-Jingga,Std112,SD Jingga,Francisca Lidia Lukas,f.lukas@sekolah.edu.id,F,4,Mojokerto,2012-06-06,11,3,Science,86,76,81.0,B
7405,Std112-Jingga,Std112,SD Jingga,Francisca Lidia Lukas,f.lukas@sekolah.edu.id,F,4,Mojokerto,2012-06-06,11,1,Social,75,76,75.5,B
